Name,URL,Price,Comments,Specs
"أرض للبيع في شارع ـــ, حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%80%D9%80%D9%80-%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5956103,"2,537,600 ريال","ارض ترفيهي (استراحات ) مميزة في حي نمار 2030 رقم المخطط : 3959 المساحة : 3172 م رقم البلك : 7 رقم القطعة:57 الاطوال :52&61 م شمال: شارع عرض 15 بطول 52م جنوب : شارع عرض 15 بطول 52 م شرق: قطعة رقم 58 بطول 61 م غرب: قطعة رقم 56 بطول 61م السعر : 2,537,600 ريال الموقع : https://maps.app.goo.gl/ci6ZpPTbSkBrQv928 رقم العقد : 6200294963 رقم الترخيص : 6200321558 السعر :المتر 800 ريال للتواصل : 0582791661 للتواصل: 0532554488","{'15 م', 'تجاري', '3172 م²'}"
"أرض للبيع في شارع ــ, حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5956116,"2,047,200 ريال","ارض ترفيهي (استراحات ) مميزة في حي نمار 2030 رقم المخطط : 3959 المساحة : 3172 م رقم البلك : 11 رقم القطعة:67 الاطوال :55&50 م شمال: شارع عرض 15 بطول 55 م جنوب : شارع عرض 15 بطول 55 م شرق: قطعة رقم 68 بطول 50 م غرب: قطعة رقم 60 بطول 50 م السعر : 2,047,200 ريال الموقع : https://maps.app.goo.gl/rSpBxGbZdNkEDLBK6 رقم العقد : 6200294963 رقم الترخيص : 6200321586 السعر :المتر 800 ريال للتواصل : 0582791661 للتواصل: 0532554488","{'تجاري', '2558 م²', '15 م'}"
"أرض للبيع في شارع ـــ , حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%80%D9%80%D9%80-%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5947777,"2,124,000 ريال",ارض ترفيهي (استراحات ) مميزة في حي نمار رقم المخطط : 3959 المساحة :2655م رقم البلك : 7 رقم القطعة:50 الاطوال :45&59 شمال: شارع عرض 15 بطول 45 م جنوب : شارع عرض 15 بطول 45 م شرق: قطعة رقم 51 بطول 59 م غرب: قطعة رقم 49 بطول 59 م الموقع : https://maps.app.goo.gl/34E28T3XkBKzjmx27 رقم العقد : 6200294963 رقم الترخيص : 7200321553 السعر :المتر 800 ريال للتواصل : 0582791661 للتواصل: 0532554488,"{'2655 م²', '15 م', 'تجاري'}"
"أرض للبيع في شارع الرضاء, حي أحد, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A3%D8%AD%D8%AF/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B1%D8%B6%D8%A7%D8%A1-%D8%AD%D9%8A-%D8%A3%D8%AD%D8%AF-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5967643,"930,000 ريال","ارض مميزة على طريق ديراب رقم المخطط:619 رقم القطعة: 15 شمالا: طريق ديراب عرض 100 بطول 20 م جنوبا: قطعة رقم 16 بطول 20 م شرقا : قطعة رقم 13بطول18,6 م غربا شارع عرض 10 بطول 18,6 م المساحة 372 م الاطوال 20&18,6 م الواجهات : شمال &غرب( زاوية) رقم العقد : 6200315767 رقم ترخيص الإعلان : 7200336512 للتواصل: 0582791661 للتواصل: 0532554488","{'372 م²', '100 م', 'سكني/تجاري'}"
"أرض للبيع في شارع وادي الهدار, حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%88%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D9%87%D8%AF%D8%A7%D8%B1-%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5947698,"2,800,000 ريال",ارض تجارية مميزة في حي نمار رقم المخطط : 3959 رقم البلك : 1 رقم القطعة 3 المساحة : 1400 م الاطوال :40&35 م شمال: قطعة بطول 35 جنوب : قطعة بطول 35 م شرق: شارع 15 م بطول 40 م غرب: شارع عرض 40 تجاري بطول 40 م الموقع : https://maps.app.goo.gl/iGrmwc1Megz3icCCA رقم العقد : 6200294963 رقم الترخيص : 7200321527 السعر :المتر 2000 ريال للتواصل : 0582791661 للتواصل: 0532554488,"{'1400 م²', 'تجاري', '40 م'}"
"أرض للبيع في شارع وادي الهدار, حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%88%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D9%87%D8%AF%D8%A7%D8%B1-%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5946042,"2,800,000 ريال",ارض تجارية مميزة في حي نمار رقم المخطط : 3959 رقم البلك : 1 رقم القطعة 2 المساحة : 1400 م الاطوال :40&35 م شمال: قطعة بطول 35 جنوب : قطعة بطول 35 م شرق: شارع 15 م بطول 40 م غرب: شارع عرض 40 تجاري بطول 40 م الموقع : https://maps.app.goo.gl/aCSQfhJojeRMjjGcA رقم العقد : 6200294963 رقم الترخيص : 7200321523 السعر :المتر 2000 ريال للتواصل : 0582791661 للتواصل: 0532554488,"{'1400 م²', 'تجاري', '40 م'}"
"أرض للبيع في شارع محمد بن عبدالعزيز الدغيثر, حي الصحافة, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D9%81%D8%A9/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%85%D8%AD%D9%85%D8%AF-%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%A7%D9%84%D8%AF%D8%BA%D9%8A%D8%AB%D8%B1-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D9%81%D8%A9-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6073806,"10,218,000 ريال","ارض للبيع كود العقار : 9965 حي الصحافة الموقع استراتيجي على شارع محمد بن عبد العزيز الدغيثر من الغرب شارع الملك فهد , من الشرق شارع الملك عبد العزيز المساحة 780 رقم القطعة :2162 من مخطط 1637 شارع عرض 36 سعر المتر 13100 *** لمزيد من التفاصيل والعروض نرجو زيارة موقعنا الالكتروني نفوذ التطوير nufouth.com (يتم تحديثه يومياً) الرقم الموحد: 920010213 رقم الجوال : 0559921998","{'36 م', '780 م²', 'سكني/تجاري'}"
"أرض للبيع في شارع محمد بن عبدالعزيز الدغيثر, حي الصحافة, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D9%81%D8%A9/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%85%D8%AD%D9%85%D8%AF-%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%A7%D9%84%D8%AF%D8%BA%D9%8A%D8%AB%D8%B1-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D9%81%D8%A9-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6073806,"10,218,000 ريال","ارض للبيع كود العقار : 9965 حي الصحافة الموقع استراتيجي على شارع محمد بن عبد العزيز الدغيثر من الغرب شارع الملك فهد , من الشرق شارع الملك عبد العزيز المساحة 780 رقم القطعة :2162 من مخطط 1637 شارع عرض 36 سعر المتر 13100 *** لمزيد من التفاصيل والعروض نرجو زيارة موقعنا الالكتروني نفوذ التطوير nufouth.com (يتم تحديثه يومياً) الرقم الموحد: 920010213 رقم الجوال : 0559921998","{'36 م', '780 م²', 'سكني/تجاري'}"
"أرض للبيع في شارع عبدالله المحجوب, حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-%D8%A7%D9%84%D9%85%D8%AD%D8%AC%D9%88%D8%A8-%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6082765,"1,728,000 ريال",,"{'20 م', '432 م²', 'سكني'}"
"أرض للبيع في حي ملهم, مدينة ملهم, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A8%D9%86%D8%A8%D8%A7%D9%86/%D8%AD%D9%8A-%D9%85%D9%84%D9%87%D9%85-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D9%85%D9%84%D9%87%D9%85-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6070148,"902,062 ريال","عرض مميز جداً ملهم مخطط رقم : 536/أ مساحة / 353م واجهة الارض / شرقي عرض الشارع / 20م الأطوال / 14,15x25","{'20 م', '353 م²', 'سكني'}"
"أرض للبيع في حي الخير, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A8%D9%86%D8%A8%D8%A7%D9%86/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AE%D9%8A%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6055294,"950,400 ريال","للبيع أرض بالخير 📍 مساحة الأرض / 412,5م واجهة الارض / شمالية شارع عرض / 15م الاطوال / 13,75x30 التواصل معنا لتسويق عقارك بشكل احترافي سواءاً إيجار أو بيع 🙏🏻","{'15 م', 'سكني', '413 م²'}"
"أرض للبيع في حي عقرباء, مدينة امارة منطقة الرياض - الجبيله, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D9%82%D9%8A%D8%B1%D9%88%D8%A7%D9%86/%D8%AD%D9%8A-%D8%B9%D9%82%D8%B1%D8%A8%D8%A7%D8%A1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%85%D8%A7%D8%B1%D8%A9-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6---%D8%A7%D9%84%D8%AC%D8%A8%D9%8A%D9%84%D9%87-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6052834,"1,875,000 ريال","(نعتذر من الاخوة الوسطاء)📍 أرض للبيع في حي الجبيلة مساحة الأرض / 375م 📍 شارع / 15 غربي وممر ٦ جنوبي 📍 الاطوال / 12,5x30 📍 نسعد بخدمتكم دائماً التواصل معنا لعرض عقاراتكم سواءاً تأجير او بيع 🙏🏻","{'15 م', 'سكني', '375 م²'}"
"أرض للبيع في حي الخير, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A8%D9%86%D8%A8%D8%A7%D9%86/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AE%D9%8A%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6075922,"900,000 ريال","أرض للبيع في حي الخير 📌 مساحة الأرض / 375م عرض الشارع / 15م واجهة الأرض / شمالية أطوال الأرض / 12,5x30 مخطط رقم / 3540","{'15 م', 'سكني', '375 م²'}"
"أرض للبيع في شارع رويغب, حي حطين, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%AD%D8%B7%D9%8A%D9%86/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B1%D9%88%D9%8A%D8%BA%D8%A8-%D8%AD%D9%8A-%D8%AD%D8%B7%D9%8A%D9%86-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6046128,"10,999,800 ريال",فرصة عقاريه رائعه __________ للبيع ارض بمساحة 900 م في حي حطين بموقع مميز جدا بواجهه غربيه على شارع 20م (مقابل الارض) جامع عمر بن عبدالعزيز اطوالها مايلي: عرض الارض (30م2) * طول (30م2 عمق) المجموع (900م) ويتميز الموقع بقربة لاهم شوارع حي حطين (طريق الامير محمد بن سلمان والامير محمد بن سعد وطريق الامام سعود بن فيصل ) وتوفر جميع الخدمات الحكومية والاهلية والتموينية والمدارس والاسواق التواصل 0509011227 0509020496,"{'20 م', 'سكني', '900 م²'}"
"أرض للبيع في شارع الامير منصور بن عبدالعزيز, حي العليا, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%A7%D9%85%D9%8A%D8%B1-%D9%85%D9%86%D8%B5%D9%88%D8%B1-%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6053241,"7,200,000 ريال",https://goo.gl/maps/ubpvpv9qZYCwaxcV7 للبيع عماره راس بلك بحي العليا المساحه 750م بقيمه ارض والاطوال موضحه بصوره الصك مواجره اجار قديم الدخل ٢٢٥الف السوم وصل ٧٤٠٠ للمتر,"{'سكني/تجاري', '30 م', '900 م²'}"
"أرض للبيع في شارع الهدية, حي السويدي, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%87%D8%AF%D9%8A%D8%A9-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6022178,"3,120,000 ريال",ارض بحي السويدي الغربي خلف الدفاع المدني شارع صالح بن عبدالعزيز بن عبدالرحمن جميع المدارس بنات وأولاد من الابتدائي للثانوي والمعاهد والمستشفيات ومجمع مترو الرياض وقريبه من الدائري الغربي وابعد مسافه من الخدمات ٤٠٠ متر المساحه (١٠٠٠) شارع شمالي (١٥) بطول ٢٥ متر شارع شرقي (١٢) بطول (٤٠) متر شارع غربي (٨)بطول ٤٠متر الجنوبي بطول ٢٥ باقي عليها في بنك الرياض ٩٦٠,"{'15 م', '1000 م²', 'سكني'}"
"أرض للبيع في شارع عين زبيده, حي الرمال, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B1%D9%85%D8%A7%D9%84/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B9%D9%8A%D9%86-%D8%B2%D8%A8%D9%8A%D8%AF%D9%87-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B1%D9%85%D8%A7%D9%84-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6005193,"7,000,000 ريال",فرصة ذهبية لامتلاك أرض سكنية بموقع استراتيجي! نقدم لكم أراضي في مخطط الاستراحات، والتي بين المخططات السكنية ومازالت في انتظار التحول الى سكني ، وبالقرب من طريق محمد بن سلمان. 🔹 المساحات المتوفرة: 2500 و3000 متر مربع 🔹 الإضافات الحالية: الأراضي مقام عليها مشاريع استراحات وغرف جاهزة للاستثمار أو التطوير 🔹 الموقع: يتمتع بمستقبل واعد وقربه من الخدمات والمرافق اغتنم هذه الفرصة المميزة لبناء أحلامك أو للاستثمار في موقع استراتيجي يُحقق عوائد مجزية. 📞 للتواصل: [0551222485] عدد القطع محدود –,"{'20 م', 'سكني', '2500 م²'}"
"أرض للبيع في شارع احمد بن محمد بن احمد الحرازي, حي طويق, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B7%D9%88%D9%8A%D9%82/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D8%AD%D9%85%D8%AF-%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A8%D9%86-%D8%A7%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B2%D9%8A-%D8%AD%D9%8A-%D8%B7%D9%88%D9%8A%D9%82-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6083166,"1,400,000 ريال",ارض سكنيه بحي طويق بمخطط رقم 2516/أ ورقم القطعه 5131 بمساحة 398 م بالصك الارض سليمه وليس عليها اي مشاكل,"{'سكني', '398 م²', '15 م'}"
