SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
1722,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,38.5,,20,20,,,,,25,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1722.jpg,,,,,,,,,,,,,,,JOURNEY CHAIR,,,,,,Shown with 1721 Journey Ottoman.,,,https://www.hancockandmoore.com/Products/Detail?SKU=1722
9004T,,,,,,,,,,,,,,,,,,,,,Occasional Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,26.5,34,,19,19,,,,,25.5,,19.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/11-19-2015_11-58-46_AM_1_HR.jpg,,,,,,,,,,,,,,,JOCKEY CLUB TUFTED CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=9004T
9397T,,,,,,,,,,,,,,,,,,,,,Occasional Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,26,35,,19,18,,,,,27,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/9397T_Jockey_OC_HR.jpg,,,,,,,,,,,,,,,JOCKEY CLUB TUFTED CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=9397T
9398,,,,,,,,,,,,,,,,,,,,,Occasional Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,26,35,,19,19,,,,,27,,18,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/9398_Jockey_OC_HR.jpg,,,,,,,,,,,,,,,JOCKEY CLUB CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=9398
9005,,,,,,,,,,,,,,,,,,,,,Occasional Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,26,35,,19,19,,,,,27,,18,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/9005_Jockey_OC_HR.jpg,,,,,,,,,,,,,,,JOCKEY CLUB CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=9005
6896-3,,,,,,,,,,,,,,,,,,,,,Sofas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5,41.5,39.5,,71,20,,,,,24,,21,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6896-3_Jeremiah_GauMocBur_Espresso_1023_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6896-3_Jeremiah_GauMocBur_Espresso_1023_BK_HR.jpg,,,,,,,,,,,,,,JEREMIAH SOFA,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6896-3
8601,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,28,40,,19.5,19.5,,,,,27,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/8601_Jefferson_EX_HR.jpg,,,,,,,,,,,,,,,JEFFERSON TUFTED ARM CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=8601
8322,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,28,40,,19.5,19.5,,,,,27,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/8322_Jefferson_EX_HR.jpg,,,,,,,,,,,,,,,JEFFERSON ARM CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=8322
1723LAQ,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,42,39,,58,21,,,,,25.5,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1723LAQ_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1723LAQ_1723RAQ.jpg,,,,,,,,,,,,,,JOURNEY LEFT ARM QUARTER UNIT LOVESEAT,,,,,,Standard without throw pillows when upholstered in fabric.,,,https://www.hancockandmoore.com/Products/Detail?SKU=1723LAQ
6639C,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,34,,21.5,21.5,,,,,,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6639-C_MacGregor_KeeSab_Esp_1022_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6639-2LAF_6639C_6639-3RAF_MacGregor_KeeSab_RocChe_Esp_1022_back_HR_98222.jpg,https://www.hancockandmoore.com/Documents/prod-images/6639-2LAF_6639C_6639-3RAF_MacGregor_KeeSab_RocChe_Esp_1022_HR_75648.jpg,,,,,,,,,,,,,MACGREGOR CORNER UNIT,,,,,,Shown with DD & DDD nails.  Standard with R & S nails.; Standard with nails. This style cannot be made without nails.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6639C
6639-3LAF,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,46,34,,80,21.5,,,,,30,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6639-3LAF_MacGregor_KeeSab_RocChe_Esp_1022_HR.jpg,,,,,,,,,,,,,,,MACGREGOR LAF SOFA,,,,,,Shown with DD & DDD nails.  Standard with R & S nails.; Standard with nails. This style cannot be made without nails.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6639-3LAF
6408-1,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75,38,33,,20.5,22.5,,,,,23.5,,18.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2-23-2018_7-28-35_AM_1_HR.jpg,,,,,,,,,,,,,,,BOHO CHAIR,,,,,,"Shown with optional gimp.  Standard with ""R"" and ""S"" nails as shown.; Photographed in Hyde Park Earth Burnished, Desert Geo, and Hyde Park Brownie Burnished Welts with Denmark finish.",,,https://www.hancockandmoore.com/Products/Detail?SKU=6408-1
6408-O,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,21.5,17,,,,,,,,,,,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6408-O_Boho_HydParTanBur_MD_1019_HR.jpg,,,,,,,,,,,,,,,BOHO OTTOMAN,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6408-O
5884ST-UPH,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,22.5,39.5,,19.75,19,,,,,25,,17.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/5884ST-UPH_Blade_EX1_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/5884ST-UPH_Blade_EX2_HR.jpg,,,,,,,,,,,,,,BLADE GRID BACK SW TILT W/UPH ARM CAPS,,,,,,This chair has a pneumatic lift and upholstered arm caps.,,,https://www.hancockandmoore.com/Products/Detail?SKU=5884ST-UPH
5883ST-UPH,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,22.5,39.5,,19.75,19,,,,,25,,17.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/5883ST-UPH_Blade_EX1_HR.jpg,,,,,,,,,,,,,,,BLADE CHANNELED SW TILT CHAIR W/UPH ARM CAPS,,,,,,This chair has a pneumatic lift and upholstered arm caps.,,,https://www.hancockandmoore.com/Products/Detail?SKU=5883ST-UPH
5882ST-UPH,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,19,39.5,,19.75,19,,,,,25,,17.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/12-1-2015_11-26-17_AM_1_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/12-1-2015_11-26-17_AM_2_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/12-1-2015_11-26-17_AM_3_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/12-1-2015_11-26-17_AM_4_HR.jpg,,,,,,,,,,,,BLADE UPH.BACK SW W/UPH ARM CAPS,,,,,,This chair has a pneumatic lift and upholstered arm caps.,,,https://www.hancockandmoore.com/Products/Detail?SKU=5882ST-UPH
6092-1,,,,,,,,,,,,,,,,,,,,,Occasional Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,35.5,,18,18.75,,,,,25.25,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6092-1_Jayden_OC1_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6092-1_Jayden_OC2_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6092-1_Jayden_OC3_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6092-1_Jayden_OC4_HR.jpg,,,,,,,,,,,,JAYDEN CHAIR,,,,,,Shown with J nail.  Standard with A nail.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6092-1
1049,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,39.5,41,,23,21.5,,,,,25.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1049_Luxe_MT1_HR.jpg,,,,,,,,,,,,,,,LUXE RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1049
5150,,,,,,,,,,,,,,,,,,,,,Stationary Lounge Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,40,37.5,,19.5,22,,,,,22.5,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/5150_Bishop_SO_HR.jpg,,,,,,,,,,,,,,,BISHOP READING CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=5150
6862,,,,,,,,,,,,,,,,,,,,,Ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,44,20.25,,,,,,,,,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6862_Bingham_FenTru_FBM_0423_HR.jpg,,,,,,,,,,,,,,,BINGHAM COCKTAIL OTTOMAN,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6862
5149,,,,,,,,,,,,,,,,,,,,,No Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BISHOP OTTOMAN,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=5149
7094-PR,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,45,42,,21.5,21,,,,,25.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/7094_Blackhawk_MT_HR.jpg,,,,,,,,,,,,,,,BLACKHAWKE POWER RECLINER,,,,,,Standard with gimp as shown.,,,https://www.hancockandmoore.com/Products/Detail?SKU=7094-PR
7094-PRB,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,45,42,,21.5,21,,,,,25.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/7094_Blackhawk_MT_HR.jpg,,,,,,,,,,,,,,,BLACKHAWKE POWER RECLINER W/BATTERY,,,,,,Standard with gimp as shown.,,,https://www.hancockandmoore.com/Products/Detail?SKU=7094-PRB
3719-PR,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,38.5,42.25,,21.5,20,,,,,24.25,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_HR_36627.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_OPEN_HR_85817.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_BK_HR_94145.jpg,,,,,,,,,,,,,BING SWIVEL GLIDER POWER RECLINING WALL HUGGER,,,,,,Wall space can require additional wall clearance with swivel glider and lift.,,,https://www.hancockandmoore.com/Products/Detail?SKU=3719-PR
7094,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,45,42,,21.5,21,,,,,25.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/7094_Blackhawk_MT_HR.jpg,,,,,,,,,,,,,,,BLACKHAWKE RECLINER,,,,,,Standard with gimp as shown.,,,https://www.hancockandmoore.com/Products/Detail?SKU=7094
3019,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,38.5,42.25,,21.5,20,,,,,24.5,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_OPEN_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_BK_HR.jpg,,,,,,,,,,,,,BING RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=3019
8322C,,,,,,,,,,,,,,,,,,,,,No Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,28,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEFFERSON CHAIR (WITH CASTERS),,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=8322C
3019-L,,,,,,,,,,,,,,,,,,,,,Power Lift Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,38.5,42.25,,21.5,20,,,,,24.25,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_HR_24373.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_OPEN_HR_39099.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_BK_HR_21532.jpg,,,,,,,,,,,,,BING POWER RECLINING LIFT CHAIR,,,,,,Wall space can require additional wall clearance with swivel glider and lift.,,,https://www.hancockandmoore.com/Products/Detail?SKU=3019-L
NC7003,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,39,42,,22.5,20,,,,,25.5,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_OPEN_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Kismet-Pewter_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Malibu-Sand_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_BK_HR.jpg,,,,,,,,,,,GHENT HIGH BACK RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=NC7003
NC7003-PR,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,39,42,,22.5,20,,,,,25.5,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_HR_47678.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_OPEN_HR_27971.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_BK_HR_76573.jpg,,,,,,,,,,,,,GHENT HIGH BACK POWER RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=NC7003-PR
6639-3,,,,,,,,,,,,,,,,,,,,,Sofas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,46,34,,78,21.5,,,,,30,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6639-3_MacGregor_VerSadBur_Espresso_0420_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/MacGregor_sofa_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6639-3_MacGregor_VerSadBur_Espresso_0420_BK_HR.jpg,,,,,,,,,,,,,MACGREGOR SOFA,,,,,,Standard with nails. This style cannot be made without nails.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6639-3
104-24,,,,,,,,,,,,,,,,,,,,,Counter Stools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,23.5,38,,0,16.5,,,,,,,24,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/104-24_Malone.jpg,,,,,,,,,,,,,,,MALONE COUNTER STOOL,,,,,,Shown with without footrest.  Standard with Dark English Antique footrest.  Optional stainless steel footrest available.,,,https://www.hancockandmoore.com/Products/Detail?SKU=104-24
9752,,,,,,,,,,,,,,,,,,,,,Wing Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,41,52,,22,22,,,,,26.5,,23.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/9752_George_WC_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/9752_George_WC2_HR.jpg,,,,,,,,,,,,,,GEORGE III WING CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=9752
NC7003-PRB,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,39,42,,22.5,20,,,,,25.5,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_HR_94393.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_OPEN_HR_92550.jpg,https://www.hancockandmoore.com/Documents/prod-images/NC7003_Ghent_NirCof_Espresso_1018_BK_HR_28282.jpg,,,,,,,,,,,,,GHENT HIGH BACK RECLINER W/BATTERY,,,,,,Photographed in Nirvana Coffee with Espresso finish.,,,https://www.hancockandmoore.com/Products/Detail?SKU=NC7003-PRB
3719-PRB,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,38.5,42.25,,21.5,20,,,,,24.25,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_HR_74572.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_OPEN_HR_49655.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_BK_HR_48582.jpg,,,,,,,,,,,,,BING SWIVEL GLIDER POWER WALL HUGGER W/BATTERY,,,,,,Wall space can require additional wall clearance with swivel glider and lift.,,,https://www.hancockandmoore.com/Products/Detail?SKU=3719-PRB
6858-1-C,,,,,,,,,,,,,,,,,,,,,Game Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,30,31.5,,19.25,20.5,,,,,24.75,,19.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6858-1-C_Gaffigan_BecMin_Tilden_0423_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6858-1-C_Gaffigan_BecMin_Tilden_0423_BK_HR.jpg,,,,,,,,,,,,,,GAFFIGAN GAME CHAIR W/CASTERS,,,,,,Shown with optional antique brass casters.  Standard with chrome casters.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6858-1-C
6858-1,,,,,,,,,,,,,,,,,,,,,Game Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,30,31.5,,19.25,20.5,,,,,24.75,,19.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6858-1_Gaffigan_BecMin_Tilden_0423_SO_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6858-1_Gaffigan_BecMin_Tilden_0423_HR.jpg,,,,,,,,,,,,,,GAFFIGAN GAME CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6858-1
6574-1,,,,,,,,,,,,,,,,,,,,,Occasional Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,38.75,41.5,,23,20,,,,,23,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6574-1_Freya_LineMotiOcea_TibDoe_1019_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6574-1_Freya_AtweIndi_GileJuni_EbonyHS_1019_HR.jpg,,,,,,,,,,,,,,FREYA CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6574-1
8315ST,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,27,35,,21,17,,,,,25,,17,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/8315-ST_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/8315ST_Georgetown_EX_HR.jpg,,,,,,,,,,,,,,GEORGETOWN BUTTONED SWIVEL TILT CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=8315ST
9042ST,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,27,35,,21,17,,,,,25,,17,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/9042ST_Georgetown_EX_HR.jpg,,,,,,,,,,,,,,,GEORGETOWN SWIVEL TILT CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=9042ST
6715-T,,,,,,,,,,,,,,,,,,,,,Ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,19,,,,,,,,,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6715-T_Ellis_HydParBroPatBur_OstMoc_Chicory_0422_HR.jpg,,,,,,,,,,,,,,,ELLIS TUFTED OTTOMAN,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6715-T
3719,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,38.5,42.25,,21.5,20,,,,,24.25,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_HR_39294.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_OPEN_HR_37983.jpg,https://www.hancockandmoore.com/Documents/prod-images/3019_Bing_NirNut_0419_BK_HR_23302.jpg,,,,,,,,,,,,,BING SWIVEL GLIDER WALL HUGGER,,,,,,Wall space can require additional wall clearance with swivel glider and lift.,,,https://www.hancockandmoore.com/Products/Detail?SKU=3719
1027,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,39,45,,21,20,,,,,26,,21,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1027_Elliott_MT_HR.jpg,,,,,,,,,,,,,,,ELLIOTT BALL & CLAW RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1027
1027-PR,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,39,45,,,,,,,,26,,21,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1027-PR_Elliott_PR1_HR.jpg,,,,,,,,,,,,,,,ELLIOTT BALL & CLAW POWER RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1027-PR
6808-1,,,,,,,,,,,,,,,,,,,,,Stationary Lounge Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,38,,21.25,23,,,,,25.5,,18.75,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6808-1_Ellington_MusTob_CusTob_Chicory_1022_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6808-1_Ellington_MusTob_CusTob_Chicory_1022_BK_HR.jpg,,,,,,,,,,,,,,ELLINGTON CHAIR,,,,,,Shown with DDD nails.  Standard with A nails.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6808-1
5895ST-PL,,,,,,,,,,,,,,,,,,,,,Executive Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30.5,45,,18.75,19.5,,,,,26.75,,19.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/5895ST-PL_Garrett_EX_HR_95961.jpg,https://www.hancockandmoore.com/Documents/prod-images/5895ST-PL_Garrett_EX1_HR.jpg,,,,,,,,,,,,,,GARRETT SWIVEL TILT,,,,,,This chair has a pneumatic lift.,,,https://www.hancockandmoore.com/Products/Detail?SKU=5895ST-PL
4955,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.25,35,36.5,,24.5,21.5,,,,,27.25,,21,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4955_Ellie_ST_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/4955_Ellie_SO_HR.jpg,,,,,,,,,,,,,,ELLIE CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=4955
148-30,,,,,,,,,,,,,,,,,,,,,Bar Stools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22.75,42.5,,21,17,,,,,,,30,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/148-30_Ellie_BG_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/148-30_Ellie_BG2_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/11-30-2017_12-25-35_PM_3_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/11-30-2017_12-25-35_PM_4_HR.jpg,,,,,,,,,,,,ELLIE BAR STOOL,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=148-30
